Number,Gender,GivenName,Surname,StreetAddress,City,ZipCode,EmailAddress,TelephoneNumber,Age,Color,Occupation,Company,Vehicle,Domain,BloodType,Kilograms,Centimeters,Birthday
1511,female,Kristjana,Þórólfsdóttir,Merkigerði 74,Laugarvatn,840,KristjanaTHorolfsdottir@superrito.com,462 8874,66,Blue,Safety technician,Datacorp,1994 Mercury Cougar,RenoLenders.is,B+,95.9,167,8/30/1953
1512,female,Bóel,Benediktsdóttir,Hafnarbraut 11,Hólmavík,510,BoelBenediktsdottir@dayrep.com,423 0863,58,Blue,Gas pumping station operator,Great Clothes,2015 Porsche Panamera,TestPixel.is,O+,91.3,157,5/13/1961
1513,male,Hafliði,Ásvaldsson,Solvellir 27,Breiðdalsvík,760,HaflidiAsvaldsson@superrito.com,486 4122,34,Black,Case management aide,Wag's,1995 Buick Century,HDTapes.is,O+,84.8,171,8/9/1985
1514,female,Dýrleif,Guðsteinsdóttir,Höfðabraut 79,Hvammstangi,531,DyrleifGudsteinsdottir@rhyta.com,464 1436,24,Green,Electronics technician,National Hardgoods Distributors,2015 Mercedes-Benz SLK-Class,MiniDroid.is,A+,76.1,164,5/21/1995
1515,male,Bernharð,Níelsson,Klausturvegur 74,Ísafjörður,401,BernhardNielsson@rhyta.com,445 3673,52,Blue,Paperhanger,Father & Son,2003 Ford 427,SocialJournals.is,B+,70.5,182,7/11/1967
1516,male,Kristinn,Hallbergsson,Gilsbakka 81,Bíldudalur,465,KristinnHallbergsson@armyspy.com,446 1033,29,Black,Computer database administrator,World Radio,1992 Mahindra Armada,FloridaPsychiatrists.is,O+,86.4,170,11/11/1989
1517,male,Kristvin,Sigtryggsson,Hlégerði 89,Hnífsdalur,410,KristvinSigtryggsson@gustr.com,449 8068,84,Blue,Criminal lawyer,Aaronson Furniture,2002 Mahindra Scorpio,OptionListing.is,O+,63,171,5/4/1935
1518,male,Sigurjón,Oddgeirsson,Skíðabraut 8,Dalvík,620,SigurjonOddgeirsson@teleworm.us,459 8875,63,Blue,Construction job cost estimator,Champion Auto,2002 Peugeot 206,StyleFoot.is,O+,98.1,184,12/12/1955
1519,female,Harpa,Finnbogadóttir,Ártún 12,Reykjavík,110,HarpaFinnbogadottir@jourrapide.com,445 9933,28,Yellow,Job developer,Lechmere,2009 Tata Sumo,ParkingSolver.is,O+,56.5,155,3/16/1991
1520,female,Elínbjörg,Jóhannesdóttir,Höfðabraut 22,Hvammstangi,531,ElinbjorgJohannesdottir@einrot.com,448 2138,50,Green,Fabric mender,Dick Fischers,2005 Saturn LW,ChocolateDealer.is,O+,105.7,170,11/20/1968
1521,male,Geirfinnur,Magnússon,Norðurbrún 12,Sauðarkrókur,551,GeirfinnurMagnusson@gustr.com,479 5451,24,Green,Family therapist,Asian Fusion,2004 Vauxhall Tigra,ItSummary.is,O+,104.2,176,11/13/1994
1522,female,Þyri,Ellertsdóttir,Bjarg Dalbraut 84,Búðardalur,370,THyriEllertsdottir@fleckens.hu,468 2921,26,Purple,Central office installer,MacMarr Stores,1997 Daihatsu Feroza,SanDiegoRugs.is,B+,91.1,165,10/20/1992
1523,female,Lóa,Atladóttir,Klapparstígur 10,Reykjavík,127,LoaAtladottir@dayrep.com,439 8603,45,Green,Nail care technician,Matrix Architectural Service ,2003 Volkswagen Sharan,ScannerFone.is,B+,59.2,170,4/11/1974
1524,male,Valgeir,Leifsson,Laufásgötu 91,Vestmannaeyjar,902,ValgeirLeifsson@armyspy.com,465 0633,46,Blue,Digital electronic prepress worker,Best Products,2014 Ford E-Series Wagon,RehabPatient.is,AB+,99.2,178,5/22/1973
1525,female,Ingiríður,Baldursdóttir,Súluvegur 20,Þórshöfn,681,IngiridurBaldursdottir@dayrep.com,423 5346,37,Blue,Dental assistant,Central Hardware,1997 Nissan Patrol,ShinProtection.is,O+,74.9,154,2/10/1982
1526,male,Þórður,Hannesson,Höfðastígur 55,Bolungarvík,415,THordurHannesson@fleckens.hu,463 4277,73,Red,Employment manager,Star Merchant Services,2000 Audi R8,HugeFiesta.is,O+,77.2,180,10/17/1945
1527,male,Emil,Guðsteinsson,Ráðhústorg 58,Stöðvarfjörður,755,EmilGudsteinsson@dayrep.com,452 2232,75,Blue,Medical scientist,Record World,2010 Porsche Cayman,MacroSigns.is,O+,70.8,163,5/1/1944
1528,female,Sóldís,Örlygsdóttir,Sudurlandsbraut 78,Reykjavík,105,SoldisOrlygsdottir@fleckens.hu,441 1994,38,Blue,Patient representative,Super Saver Foods,2001 Maserati 3200 GT,MedicationWarning.is,A+,49.2,167,1/11/1981
1529,male,Mikael,Ásgrímsson,Fjölnisgata 62,Vogar,190,MikaelAsgrimsson@gustr.com,477 4186,75,Blue,Insulation worker,Paul's Food Mart,2007 Proton Satria,SkateRingtones.is,B+,89.5,184,5/25/1944
1530,female,Heiðbjört,Ingadóttir,Ártún 42,Reykjavík,110,HeidbjortIngadottir@teleworm.us,479 1260,54,Purple,Training and development manager,Griff's Hamburgers,2000 Nissan Terrano II,HottestNumbers.is,A+,70.1,155,10/19/1964
1531,female,Finnborg,Ívarsdóttir,Þverbraut 9,Blönduós,541,FinnborgIvarsdottir@rhyta.com,489 0484,36,Purple,Product designer,Multi Tech Development,1998 Nissan Crew,BaldPrevention.is,O+,75.1,155,12/27/1982
1532,female,Díana,Einarsdóttir,Smiðjustígur 65,Patreksfjörður,450,DianaEinarsdottir@gustr.com,485 7179,58,Blue,Pamphlet binding worker,AJ Bayless,2011 Mercedes-Benz SLS,HelicopterParking.is,O+,64.6,171,11/22/1960
1533,male,Vilbergur,Markússon,Merkigerði 53,Laugarvatn,840,VilbergurMarkusson@rhyta.com,442 0615,71,Silver,Credit reporter,Atlas Realty,2000 Ford Mustang,JokeSolver.is,B+,94.6,172,11/7/1947
1534,female,Svava,Gunnarsdóttir,Austurstraeti 82,Reykjavík,109,SvavaGunnarsdottir@armyspy.com,458 3882,60,Yellow,Education administrator,Pak and Save,1999 Holden Berlina,StellarBlogs.is,A+,72.7,158,8/17/1959
1535,male,Björgólfur,Friðbjarnarson,Hverafold 59,Reykjavík,111,BjorgolfurFridbjarnarson@gustr.com,485 6343,68,Blue,Dentist,Budget Tapes & Records,2011 Kia Carens,PierHotels.is,O+,81.9,163,7/27/1951
1536,male,Gunnar,Guðbjarnarson,Akurgerði 6,Ísafjörður,400,GunnarGudbjarnarson@einrot.com,439 1093,47,Blue,Purchase-and-sales clerk,Smitty's Marketplace,2012 BMW 760,WatchCalls.is,A+,64.2,176,2/19/1972
1537,female,Kaja,Óskarsdóttir,Keflavíkurgata 53,Reykjavík,129,KajaOskarsdottir@rhyta.com,426 5587,71,Blue,Apparel worker,Trak Auto,1994 Mercury Capri,CaptionPhoto.is,B+,94.3,158,1/11/1948
1538,male,Björgvin,Guðmarsson,Hnjúkabyggð 38,Reykjavík,121,BjorgvinGudmarsson@jourrapide.com,487 1952,65,Blue,Graduate teaching assistant,Universal Design Partners,2003 Ford Ecosport,LookupSales.is,A+,90.7,176,9/3/1954
1539,male,Sveinbjörn,Sigvaldason,Dalbraut 65,Króksfjarðarnes,380,SveinbjornSigvaldason@fleckens.hu,423 1979,73,Blue,Telecommunications equipment installer,Kohl's Food Stores,2012 Hyundai Terracan,CartoonInsider.is,A+,101.4,183,10/5/1945
1540,female,Evlalía,Hrafnsdóttir,Borgartuni 7,Reykjavík,131,EvlaliaHrafnsdottir@cuvox.de,418 1429,61,Blue,Floor broker,Cherry & Webb,2008 Alfa Romeo 156,BaseBonus.is,O+,82.2,154,1/9/1958
1541,male,Haukur,Þormóðsson,Ennisbraut 92,Reykjahlíð,660,HaukurTHormodsson@teleworm.us,445 8277,63,Blue,Claims adjuster,Coffey's Market,1996 Hyundai Sonata,SocialSpecialists.is,A+,108.6,182,3/29/1956
1542,male,Valgarður,Ingþórsson,Drangahrauni 84,Kópavogur,202,ValgardurIngthorsson@gustr.com,416 2640,44,Black,Full-charge bookkeeper,Burger Chef,2015 Toyota Highlander,ThrowKisses.is,A+,66.8,175,5/18/1975
1543,male,Valdimar,Bertelsson,Þingvallastræti 28,Súðavík,420,ValdimarBertelsson@einrot.com,480 2148,76,Red,Speech therapist,Asian Fusion,2004 Ford GT,SecretApps.is,O+,78.5,176,6/1/1943
1544,male,Kolbeinn,Guðmarsson,Hrútafjörður 36,Brú,500,KolbeinnGudmarsson@teleworm.us,436 2239,23,Black,Physician,Kids Mart,2002 Mazda B2500,SolarStands.is,A-,101,185,7/3/1996
1545,male,Sölvi,Bjartmarsson,Bergstaðarstræti 95,Reykjavík,103,SolviBjartmarsson@jourrapide.com,465 6003,75,Green,HIV/AIDS nurse,Tape World,1996 Mazda Carol,CashCentric.is,O+,102.9,180,7/8/1944
1546,male,Snorri,Þrastarson,Adalstraeti 11,Akureyri,602,SnorriTHrastarson@dayrep.com,481 1279,40,Blue,ENG operator,Atlas Architectural Designs,2007 Opel Speedster,LocalShrinks.is,O+,81.3,181,12/23/1978
1547,male,Rhoda,Reynaldsson,Klapparstígur 63,Reykjavík,127,RhodaReynaldsson@fleckens.hu,417 2871,54,Green,Private investigator,ManPower,1994 Toyota Starlet,MicrowaveUpdate.is,B+,92.5,167,6/3/1965
1548,female,Margrét,Bryndísardóttir,Stórholt 94,Kjörvogur,522,MargretBryndisardottir@teleworm.us,441 9878,80,Purple,Clinical psychologist,Mages,2015 MINI Cooper Roadster,EducationalAnalysis.is,B+,52,157,11/6/1938
1549,female,Marta,Vigfúsdóttir,Eyrarlandsvegur 33,Tálknafjörður,460,MartaVigfusdottir@superrito.com,427 8535,85,Yellow,Merchandise displayer,System Star Solutions,2011 Cadillac CTS-V,OffParking.is,B+,83.1,167,3/27/1934
1550,female,Agnes,Birgisdóttir,Klettsbúð 97,Reykjavík,128,AgnesBirgisdottir@einrot.com,463 1271,75,Orange,Religious activities and education director,Solid Future,2006 Chevrolet Captiva,BiographyReviews.is,B+,73,157,11/17/1943
1551,female,Heiða,Ellertsdóttir,Höfðastígur 97,Bolungarvík,415,HeidaEllertsdottir@teleworm.us,470 7117,65,Blue,Music director,Sure Save,1993 BMW 520,PublishApps.is,A+,74.7,159,10/4/1953
1552,female,Snæfríður,Ingveldardóttir,Suðurgata 89,Sauðarkrókur,550,SnaefridurIngveldardottir@fleckens.hu,433 0257,23,Orange,Pest control technician,New World,2008 BMW 730,DraftingExpert.is,A-,46.5,165,9/14/1996
1553,male,Andri,Ríkharðsson,Grundargötu 18,Grundarfjörður,350,AndriRikhardsson@teleworm.us,450 6635,27,Black,Subway operator,Cuppy's Coffee,2006 Mazda 2,MatrimonyClub.is,A+,81.2,168,2/12/1992
1554,female,Ástríður,Baldursdóttir,Árbraut 46,Blönduós,540,AstridurBaldursdottir@superrito.com,429 3047,51,Orange,Image designer,McDade's,2002 Toyota Prius,SouthAmericaFlowers.is,O-,67.8,166,10/6/1967
1555,male,Ríkharður,Eyþórsson,Þórunnarstræti 34,Skagaströnd,545,RikhardurEythorsson@rhyta.com,481 4539,42,Red,Cooling and freezing equipment tender,Burstein-Applebee,2015 Ford C-Max Energi,FlightCalls.is,B+,87,175,8/18/1977
1556,female,Rannveig,Ragnarsdóttir,Strandgata 74,Eskifjörður,735,RannveigRagnarsdottir@gustr.com,440 1400,67,Purple,Remote sensing specialist,Eden Lawn Service,1996 Mitsubishi Pajero,DirectoryRates.is,B-,55.8,166,7/25/1952
1557,male,Tryggvi,Hinriksson,Garðavegur 10,Reykjavík,125,TryggviHinriksson@cuvox.de,478 6747,43,Green,Cook,Stratacard,2007 Volvo V50,EyeReporter.is,B+,70.4,181,12/3/1975
1558,male,Hallur,Ludvigsson,Reykjarhóli 72,Fljót,570,HallurLudvigsson@superrito.com,468 1194,69,Blue,College instructor,Life Plan Counselling,2010 Seat Altea,EverydayRisk.is,O+,106.4,167,8/14/1950
1559,female,Þórhalla,Aðalbjörnsdóttir,Klausturvegur 7,Ísafjörður,401,THorhallaAdalbjornsdottir@armyspy.com,460 7995,44,Red,Professor,Finast,2002 Ascari Ecosse,SheWeek.is,O+,65.6,154,5/5/1975
1560,male,Sindri,Hákonarson,Guðmundsson 8,Flatey,345,SindriHakonarson@fleckens.hu,411 9461,52,Green,Card punching machine operator,Naugles,2005 ZAZ Tavrija,MissExecutive.is,A+,84.3,187,10/30/1966
1561,female,Rakel,Halldórsdóttir,Keflavíkurgata 90,Reykjavík,129,RakelHalldorsdottir@gustr.com,412 8064,71,Black,Microbiologist,Castro Convertibles,1992 Pontiac Sunbird,CorpContracts.is,B+,83.2,165,2/3/1948
1562,male,Ómar,Ludwigsson,Austvaðsholti 59,Hella,851,OmarLudwigsson@einrot.com,432 4293,52,Blue,Ticket taker,Xray Eye & Vision Clinics,2001 Nissan MM,GreenDakota.is,O+,110.9,174,7/28/1967
1563,female,Ragnheiður,Böðvarsdóttir,Nordurvegur 66,Hrísey,630,RagnheidurBodvarsdottir@cuvox.de,418 8638,22,Blue,Tool sharpener,Quickbiz,1992 Vauxhall Carlton,AfterFiesta.is,O+,87.6,154,3/26/1997
1564,male,Þorsteinn,Sigurmundsson,Bjarnarbraut 58,Norðurfjörður,524,THorsteinnSigurmundsson@jourrapide.com,449 6638,62,Green,Agricultural laborer,Grey Fade,2004 Lexus GX,BargainMaintenance.is,O+,101.1,184,4/26/1957
1565,female,Rebekka,Alfreðsdóttir,Eikarlundur 92,Þórshöfn,680,RebekkaAlfredsdottir@cuvox.de,447 1011,29,Yellow,Short haul or local truck driver,Druther's,2005 Renault Grand Scenic,SpainRates.is,A+,55.2,173,10/9/1989
1566,female,Elín,Árnadóttir,Norðurbrún 95,Sauðarkrókur,551,ElinArnadottir@superrito.com,471 4337,74,Green,Accountant,Golden's Distributors,1995 Mitsubishi Space Runner,PayperDVD.is,B+,53.9,170,12/18/1944
1567,male,Hreiðar,Friðjónsson,Heiðarbraut 44,Kópasker,671,HreidarFridjonsson@dayrep.com,470 6031,30,Brown,Administrative office specialist,id Boutiques,2004 Suzuki XL7,FlyerFunds.is,O+,97.4,182,6/1/1989
1568,female,Móeiður,Jakobsdóttir,Breidamork 10,Hveragerði,810,MoeidurJakobsdottir@dayrep.com,467 3779,35,Purple,Caster,Music Plus,1998 Mazda Sentia,TestPixel.is,B+,85.2,166,12/24/1983
1569,male,Ívar,Konráðsson,Sundabakki 91,Ólafsvík,355,IvarKonradsson@cuvox.de,449 7414,53,Blue,Extruding and drawing machine operators,ABCO Foods,2008 Audi A4,ScientificValues.is,A+,65.5,180,12/16/1965
1570,female,Silla,Sigmarsdóttir,Hrisateigur 19,Húsavík,641,SillaSigmarsdottir@armyspy.com,469 5460,81,Black,Brickmason,Foxmoor,2003 Nissan Serena,SemiTrust.is,A+,54.6,159,8/7/1938
1571,female,Steinlaug,Kristinsdóttir,Höfðagata 94,Keflavíkurflugvöllur,235,SteinlaugKristinsdottir@cuvox.de,439 0229,54,Blue,Information specialist,Rite Solution,2014 Hyundai Elantra GT,MealCalculator.is,B+,100.3,166,9/17/1965
1572,male,Jón,Vilbergsson,Fjolnisgata 59,Akureyri,600,JonVilbergsson@superrito.com,481 2811,48,Orange,Family practitioner,Family Toy,2009 Saturn Outlook,BlindWorkers.is,B+,72,186,9/12/1971
1573,female,Hrönn,Jónsdóttir,Fífubarð 62,Eyrabakki,820,HronnJonsdottir@dayrep.com,454 8814,26,Purple,Food preparation worker,MegaSolutions,1993 Cadillac DeVille,PokerClues.is,A+,76.7,170,1/7/1993
1574,female,Heiðrún,Eiríksdóttir,Sigtuni 10,Reykjavík,104,HeidrunEiriksdottir@gustr.com,429 3108,60,Black,Claims adjuster,Sure Save,2009 Peugeot 207,CompanyUmbrella.is,AB+,55.6,152,5/7/1959
1575,male,Pjetur,Valgeirsson,Hvítárbakka 23,Ólafsfjörður,625,PjeturValgeirsson@einrot.com,480 7905,47,Blue,Time recorder,National Shirt Shop,2014 Lexus RX 350,LincolnSearch.is,O+,85.4,175,11/5/1971
1576,male,Stefnir,Skaftason,Heiðargerði 65,Akranes,300,StefnirSkaftason@teleworm.us,471 6591,76,Green,Marine oiler,Express Merchant Service,2009 Hyundai Genesis Coupe,AlternativePoker.is,O-,68.6,163,4/17/1943
1577,female,Marta,Angantýsdóttir,Heiðarbraut 27,Kópasker,671,MartaAngantysdottir@jourrapide.com,421 0321,80,Green,Tour guide,Grossman's,2014 BMW 5 Series Gran Turismo,MonthlyElectricBill.is,A+,85.8,153,10/25/1938
1578,male,Númi,Jónbjörnsson,Breidamork 54,Hveragerði,810,NumiJonbjornsson@fleckens.hu,417 6037,26,Blue,Psychiatrist,Source Club,1997 Proton Perdana,PrankPros.is,O+,93.7,179,11/19/1992
1579,female,Camilla,Kristbjörnsdóttir,Suðurbraut 97,Hofsós,566,CamillaKristbjornsdottir@jourrapide.com,477 7171,28,Purple,Forensic technician,Carrols Restaurant Group,2000 Infiniti Q45,HottestPubs.is,A+,89.7,175,5/21/1991
1580,female,Magnína,Kristinsdóttir,Þorsteinsgata 95,Neskaupstaður,740,MagninaKristinsdottir@jourrapide.com,446 0017,74,Red,Digital image processor,Mr. D's IGA,2000 Mitsubishi SSU,CuisineCop.is,B+,59.8,168,6/22/1945
1581,female,Dóra,Hrafnkelsdóttir,Hraunás 2,Hellissandur,360,DoraHrafnkelsdottir@dayrep.com,423 3916,76,Purple,Manpower development advisor,Scotty's Builders Supply,2005 Lincoln Aviator,Shror.is,O+,74.5,160,10/24/1942
1582,female,Sólborg,Hólmsteinsdóttir,Fitjabraut 69,Keflavík,230,SolborgHolmsteinsdottir@jourrapide.com,429 5273,22,Orange,Worker compensation coordinator,Wealth Zone Group,1995 Volvo 960,LyricHub.is,A+,47.8,168,1/5/1997
1583,male,Haraldur,Ingvason,Armúli 84,Reykjavík,130,HaraldurIngvason@gustr.com,434 7675,59,Blue,Occupational health and safety specialist,Office Warehouse,1999 BMW 323,MemorabiliaSpot.is,B-,106.9,175,9/17/1960
1584,male,Friðfinnur,Fróðason,Kringlan 13,Reykjavík,107,FridfinnurFrodason@dayrep.com,486 1741,50,Blue,Landlord,Belle Ladi,2001 Subaru Outback,VitaminMakeup.is,O+,83.8,184,8/14/1969
1585,female,Guðrún,Valgeirsdóttir,Aðalstræti 30,Stokkseyri,825,GudrunValgeirsdottir@einrot.com,411 4886,72,Green,Decommissioning and decontamination (D&D) worker,Master Builder Design Services,2009 Chevrolet Tahoe,GoldfishManual.is,A+,66,155,5/17/1947
1586,female,Sara,Ingólfsdóttir,Kringlan 46,Reykjavík,107,SaraIngolfsdottir@rhyta.com,457 3590,46,Orange,Transmission technician,Bombay Company,1999 Rolls-Royce Silver Spur,TwistedFan.is,O+,53.5,165,2/6/1973
1587,female,Hrefna,Örlygsdóttir,Eyrarodda 71,Flateyri,425,HrefnaOrlygsdottir@gustr.com,420 7288,80,Purple,Land agent,Old America Stores,2007 Daihatsu Trevis,MovieLocks.is,O+,65.8,152,5/5/1939
1588,female,Jensína,Valgeirsdóttir,Grýtubakki 24,Vík,871,JensinaValgeirsdottir@gustr.com,416 4161,73,Blue,Billing and posting machine operator,Mode O'Day,2009 Jaguar XJ,RugTypes.is,B+,58.7,167,3/10/1946
1589,female,Jóney,Ívarsdóttir,Geislagata 50,Hofsós,565,JoneyIvarsdottir@gustr.com,466 1469,62,Blue,Ground controller,Children's Palace,2004 Alfa Romeo 166,NewspaperLand.is,B+,62.9,167,3/3/1957
1590,male,Vilbergur,Frímannsson,Vogaland 89,Djúpivogur,765,VilbergurFrimannsson@armyspy.com,421 0774,19,Blue,Activity specialist,DGS HomeSource,1993 Acura Integra,PublicityHelper.is,O+,59.8,175,1/27/2000
1591,female,Þórunn,Traustadóttir,Breidamork 55,Hveragerði,810,THorunnTraustadottir@armyspy.com,445 8364,78,Black,Bartender helper,Strawberries,2009 Fiat Grande Punto,RateLounge.is,O+,85.9,159,10/16/1940
1592,female,Ástríður,Ellertsdóttir,Skólastígur 18,Raufarhöfn,675,AstridurEllertsdottir@jourrapide.com,433 5927,34,Green,Geriatric nurse,Littler's,1996 Renault Safrane,BloggingList.is,O+,86.5,154,11/5/1984
1593,male,Engilbert,Stephansson,Kaupangsstræti 28,Þorlákshöfn,815,EngilbertStephansson@teleworm.us,481 8870,58,Blue,Mapping technician,York Steak House,2000 Samsung SM5,RegionalTalk.is,A+,91.2,176,3/24/1961
1594,female,Einara,Kristinsdóttir,Reykjarhóli 56,Fljót,570,EinaraKristinsdottir@teleworm.us,453 6383,84,Red,Trauma nurse,Benesome,2000 Honda Capa,CashEmployee.is,O+,83.6,159,8/26/1935
1595,male,Svanbjörn,Þorbjarnarson,Hlégerði 15,Hnífsdalur,410,SvanbjornTHorbjarnarson@einrot.com,419 5162,44,Blue,Internal auditor,Envirotecture Design,2004 Subaru Legacy,CommerceRating.is,B+,78.2,189,2/2/1975
1596,male,Guðfinnur,Jörundsson,Hverfisgata 73,Selfoss,801,GudfinnurJorundsson@rhyta.com,425 3999,19,White,Auditing clerk,L' Fish,2000 Ford Escort,NetworkCoder.is,O-,68.6,176,1/7/2000
1597,male,Marko,Sævarsson,Byggðavegur 49,Stykkishólmur,340,MarkoSaevarsson@cuvox.de,487 6280,48,Silver,CAD operator,Weathervane,2000 Venturi Atlantique,GreaterNation.is,O+,112.5,184,7/8/1971
1598,female,Karlotta,Guðbrandsdóttir,Sunnubraut 54,Búðardalur,371,KarlottaGudbrandsdottir@jourrapide.com,446 8242,84,Purple,Termite control technician,Sun Television and Appliances,2002 Ferrari 456M,VoiceTower.is,B+,69.2,160,5/19/1935
1599,female,Ragna,Atladóttir,Thingholtsstraeti 68,Reykjavík,108,RagnaAtladottir@teleworm.us,440 0067,38,Red,Telecommunications equipment repairer,Gold Leaf Garden Management,2012 BMW 528,BondShow.is,A+,69.3,169,6/2/1981
1600,female,Aðalheiður,Aðalbjörnsdóttir,Hlégerði 22,Hnífsdalur,410,AdalheidurAdalbjornsdottir@fleckens.hu,428 7973,37,Black,Coil taper,E-zhe Source,2007 Saab 9-3,PresentEquity.is,O-,94.1,165,10/28/1981
1601,male,Svavar,Flosason,Sigtuni 50,Reykjavík,104,SvavarFlosason@teleworm.us,417 2267,54,Orange,Avionics technician,Courtesy Hardware Store,1995 Ford Probe,ToledoAutomobile.is,O+,111.4,171,12/17/1964
1602,female,Guðborg,Guðgeirsdóttir,Hverfisgata 80,Selfoss,801,GudborgGudgeirsdottir@gustr.com,428 3412,71,Green,Specification inspector,KB Toys,1995 Volkswagen Quantum,StorageCds.is,O-,86.2,162,10/10/1947
1603,female,Elna,Pálmadóttir,Gilsbakka 34,Bíldudalur,465,ElnaPalmadottir@einrot.com,486 4637,68,Blue,Groundskeeping worker,Desmonds Formal Wear,2015 Volvo S60,AirlineAlarm.is,B+,95,161,10/21/1950
1604,male,Garðar,Hallsteinsson,Fjolnisgata 80,Akureyri,600,GardarHallsteinsson@fleckens.hu,415 8694,85,Blue,Talking-books clerk,K's Merchandise,2006 Jeep Liberty,CampCuts.is,A+,60.8,182,2/16/1934
1605,male,Torfi,Búason,Midhraun 95,Garðabær,210,TorfiBuason@dayrep.com,467 4492,66,Blue,Foot specialist,Ernst Home Centers,1992 Buick Century,VerifiedOwners.is,A+,82.5,178,3/15/1953
1606,female,Bríet,Sigmundsdóttir,Tungata 51,Höfn,781,BrietSigmundsdottir@cuvox.de,418 7574,74,Red,Ratings analyst,Fedco,1998 Volvo C70,CanineCocktail.is,O+,76.6,171,4/25/1945
1607,male,Björgvin,Árnþórsson,Melum 95,Finnbogastaðir,523,BjorgvinArnthorsson@superrito.com,461 1709,36,Green,Keypunch operator,Golden Joy,1998 Chrysler Chronos,VirginiaBeachSigns.is,A-,74.7,188,2/16/1983
1608,female,Magnþóra,Örlygsdóttir,Stórholt 35,Kjörvogur,522,MagnthoraOrlygsdottir@armyspy.com,425 9402,56,Purple,Library technician,Red Robin Stores,2002 Lancia Zeta,NetworkCruise.is,O+,78.8,153,8/30/1963
1609,female,Kristíana,Hallmundsdóttir,Klausturvegi 65,Hvolsföllur,860,KristianaHallmundsdottir@superrito.com,451 6915,38,Blue,College counselor,Newmark & Lewis,2012 Volvo XC60,SkunkAlert.is,O+,69.2,174,5/11/1981
1610,male,Þórhallur,Rósmundsson,Kringlan 86,Reykjavík,107,THorhallurRosmundsson@fleckens.hu,453 2535,72,Black,Crushing grinding and polishing machine setter,Stratapro,2009 Lexus LS,SundayRush.is,A+,84.2,179,6/1/1947
1611,male,Haraldur,Hlöðvarsson,Kaupangsstræti 26,Þorlákshöfn,815,HaraldurHlodvarsson@cuvox.de,410 9920,49,Green,Geriatric nurse,Noodle Kidoodle,1993 Mercury Tracer,ERSurgeon.is,O+,102.5,185,9/22/1969
1612,male,Bergþór,Flosason,Thingvallastraeti 44,Akureyri,601,BergthorFlosason@einrot.com,464 4963,22,Black,Bibliographer,Total Yard Maintenance,2004 Mercedes-Benz SLR McLaren,LawsuitAid.is,O+,72.5,182,5/3/1997
1613,female,Kristinn,Örlygsdóttir,Djúpivogur 83,Hafnir,233,KristinnOrlygsdottir@dayrep.com,424 6844,19,Blue,Administrative support manager,Solution Answers,2007 Kia Picanto,GoldPromos.is,O-,53.2,165,11/11/1999
1614,female,Ásthildur,Hauksdóttir,Byggðavegur 27,Stykkishólmur,340,AsthildurHauksdottir@jourrapide.com,478 7708,25,Blue,Mental health social worker,Better Business Ideas and Services,1999 Audi A2,WelshBlog.is,A+,98.3,174,5/9/1994
